,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_neighbors,param_model__p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,data_frame,cv_train_size,cv_test_size,lag_time,scoring_method,features_to_use
2,0.0011193513870239257,0.00011343947224575531,0.0007000446319580078,8.072099633609128e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-2.1367424011230467,-6.699267578125,-2.989655303955078,-7.346248626708984,-1.52586669921875,-2.2702713012695312,-3.978655242919922,-8.501072692871094,-17.202273559570312,-17.458506774902343,-7.0108560180664075,5.631414126998948,2,finbert_summary_sentiment_df,5,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001181173324584961,0.00013942284714281943,0.0007138729095458984,8.647246959394521e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-1.9858349609375012,-6.8875604248046844,-2.978649291992184,-7.333355712890636,-1.5938854980468762,-2.556121826171875,-3.3271331787109433,-8.610818481445312,-16.7747100830078,-17.65068664550781,-6.969875610351562,5.616660073241214,1,finbert_summary_sentiment_df,5,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012314319610595703,0.00010547967753850005,0.0007159709930419922,6.095407733351505e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-4.76925048828125,-4.922935485839844,-5.424356079101562,-9.704110717773437,-6.312466430664062,-3.2085479736328124,-3.9806808471679687,-5.125770568847656,-16.21256866455078,-22.33549346923828,-8.199618072509764,5.93481330834521,2,finbert_summary_sentiment_df,5,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011728763580322265,7.288570998996381e-05,0.0007016420364379883,2.4178382992996436e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-5.339051310221345,-5.019112141927081,-4.2196502685546875,-9.966867065429682,-6.26024169921875,-3.3043935139973994,-4.647618611653644,-4.920187377929688,-16.52045491536458,-21.706812540690105,-8.190438944498696,5.831271975720526,1,finbert_summary_sentiment_df,5,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001054239273071289,8.712832699905341e-05,0.0006460189819335937,2.8261442853293386e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-5.020113372802735,-5.001264190673828,-4.836875915527344,-10.209297180175781,-7.570708465576172,-2.830278015136719,-4.655415344238281,-4.815407562255859,-16.728030395507812,-21.87118453979492,-8.353857498168946,5.901972591747936,4,finbert_summary_sentiment_df,5,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010196208953857423,9.771207847177089e-05,0.0006289958953857421,5.341297765075128e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-5.023086547851557,-5.307447509765626,-5.091794433593753,-9.508779907226568,-7.557815551757824,-2.4708496093749943,-5.386663818359375,-4.459751586914064,-16.550250244140624,-21.4485870361328,-8.280502624511717,5.745957711944183,3,finbert_summary_sentiment_df,5,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012627363204956055,0.00012183441571949583,0.0007044553756713867,3.339461385284473e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-4.866151428222656,-10.887153625488281,-25.504344177246093,-20.36700439453125,-17.252232360839844,-11.814041137695312,-11.81375732421875,-15.654632568359375,-19.976957702636717,-18.12756805419922,-15.626384277343751,5.614162118139233,1,finbert_summary_sentiment_df,5,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001133298873901367,7.747314052344658e-05,0.0007092952728271484,8.267509302667387e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-5.675105794270843,-12.323537190755212,-25.88707987467448,-21.323822021484375,-17.315024820963533,-13.481464640299482,-11.589010620117188,-14.559984334309894,-20.786710611979156,-19.691869099934905,-16.263360900878904,5.582731749505337,2,finbert_summary_sentiment_df,5,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0010895252227783204,0.00012875246985555498,0.0006623029708862305,4.328770820090489e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-5.497369384765625,-12.813003540039062,-26.054650115966798,-22.0640007019043,-18.71671905517578,-15.6016845703125,-11.793924713134766,-15.914414978027343,-20.467772674560546,-20.249936676025392,-16.91734764099121,5.596209332589069,3,finbert_summary_sentiment_df,5,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001161646842956543,0.00022323851159746698,0.0007031679153442383,0.00012057221681362068,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-5.255273437499989,-12.443673706054682,-25.831558227539055,-22.327249145507807,-19.453427124023438,-15.945742797851551,-12.3432373046875,-15.263970947265625,-20.47074584960937,-20.53202819824218,-16.986690673828118,5.669428918746685,4,finbert_summary_sentiment_df,5,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012952327728271485,0.00011985054159628393,0.0007661581039428711,5.899376152858417e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-8.950540161132812,-7.8638153076171875,-8.922015380859374,-1.8214950561523438,-12.504058837890625,-4.272636413574219,-7.515348815917969,-5.452525329589844,-9.255384826660157,-11.286421203613282,-7.784424133300783,3.045689309611213,4,finbert_tone_summary_sentiment_df,5,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011694192886352538,8.628259016715813e-05,0.0006951093673706055,5.9637561292132326e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-8.959463500976558,-7.603043619791663,-9.165930175781245,-1.114201863606769,-12.142544555664063,-4.216359456380218,-6.893289184570318,-4.951961263020825,-9.012718709309905,-10.29324951171875,-7.435276184082032,3.0812201557513412,2,finbert_tone_summary_sentiment_df,5,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011011123657226562,0.0001043676724098766,0.0007153034210205078,0.0001010976194305822,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-9.106706237792968,-7.703186798095703,-8.304788208007812,-2.027185821533203,-11.339067840576172,-3.751220703125,-7.056005859375,-4.910747528076172,-9.998284912109375,-11.799401092529298,-7.59965950012207,3.058468133880526,3,finbert_tone_summary_sentiment_df,5,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011441707611083984,0.00016034836175671092,0.000769805908203125,0.000270277505633818,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-8.406188964843755,-7.695451049804694,-8.628524780273432,-1.0974456787109375,-9.955575561523442,-3.5734405517578125,-6.628442382812489,-5.0373779296875,-10.146267700195306,-12.613308715820319,-7.37820233154297,3.231064873904377,1,finbert_tone_summary_sentiment_df,5,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011910676956176757,9.351383641320669e-05,0.000700688362121582,3.337118372928296e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-3.9889312744140626,-8.946566772460937,-4.324757385253906,-1.6842376708984375,-2.4485687255859374,-9.219627380371094,-7.103178405761719,-9.722184753417968,-12.386856079101562,-13.929261779785156,-7.3754170227050775,3.96177517088036,4,finbert_tone_summary_sentiment_df,5,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011600255966186523,4.580457756897284e-05,0.0006911754608154297,3.3685094477111166e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-5.273622639973956,-9.284018961588538,-4.805978393554693,-0.866883341471356,-0.8417317708333314,-8.267837524414062,-6.930368041992193,-9.310679117838543,-12.36434834798177,-13.686595662434906,-7.163206380208335,4.107580429579254,3,finbert_tone_summary_sentiment_df,5,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0010751247406005859,0.0001439074951604777,0.000645303726196289,5.482136482257905e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-4.570458984375,-9.42101593017578,-4.650470733642578,-1.0476722717285156,-1.6681312561035155,-6.356804656982422,-6.607088470458985,-9.262841796875,-12.861103057861328,-14.30269775390625,-7.074828491210937,4.17681419705197,2,finbert_tone_summary_sentiment_df,5,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001106429100036621,0.00012449929876141107,0.0006678104400634766,9.576232928084332e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-4.8842803955078065,-9.000705566406253,-4.2839038085937435,-1.148609008789066,-1.5768310546875,-6.157675170898443,-6.403982543945313,-8.835278320312488,-12.976809692382812,-14.820144653320307,-7.008822021484375,4.25223401668483,1,finbert_tone_summary_sentiment_df,5,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012185096740722657,0.00011768534270791864,0.0007309675216674805,7.492024170656086e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-2.970623779296875,-5.117277526855469,-3.049214172363281,-6.559968566894531,-1.819635009765625,-2.3228225708007812,-6.389085388183593,-9.242478942871093,-17.66161651611328,-17.769859313964844,-7.290258178710937,5.64370791095184,4,finbert_tone_summary_sentiment_df,5,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.00111696720123291,8.750562426357582e-05,0.0006711483001708984,2.5455691655220588e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-2.804038492838538,-7.1092681884765625,-2.867861938476568,-6.390749104817706,-1.55660400390625,-2.3066650390624943,-5.475698852539063,-9.009414672851568,-17.03955688476563,-17.27592468261718,-7.183578186035156,5.469307995370353,3,finbert_tone_summary_sentiment_df,5,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011248826980590821,0.00011673191061129777,0.0006903886795043945,4.0468005458807424e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-2.195240020751953,-6.699267578125,-2.989655303955078,-7.346248626708984,-1.52586669921875,-2.2702713012695312,-4.315837860107422,-8.839250183105468,-17.202273559570312,-17.356705474853516,-7.074061660766601,5.599962772279475,2,finbert_tone_summary_sentiment_df,5,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011044025421142578,0.00017481593554811225,0.0006356000900268555,5.850020954754279e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-1.9858349609375012,-6.8875604248046844,-2.978649291992184,-7.333355712890636,-1.5938854980468762,-2.556121826171875,-3.3271331787109433,-8.610818481445312,-16.7747100830078,-17.65068664550781,-6.969875610351562,5.616660073241214,1,finbert_tone_summary_sentiment_df,5,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011210441589355469,0.00014621568260122294,0.000662684440612793,4.3195268523972686e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-5.961070251464844,-5.127186584472656,-3.8577392578125,-10.037266540527344,-6.2876739501953125,-2.85960693359375,-3.9806808471679687,-5.072142028808594,-17.24944610595703,-22.357342529296876,-8.279015502929687,6.153934447529593,2,finbert_tone_summary_sentiment_df,5,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001058650016784668,6.947764891023591e-05,0.0006735563278198242,5.6812345937542566e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-5.473900349934889,-4.996636962890619,-4.2196502685546875,-10.051478068033845,-6.348817952473956,-2.8449829101562445,-5.0845804850260325,-5.482323201497394,-16.96010233561198,-22.134541829427082,-8.359701436360673,5.97339770524551,4,finbert_tone_summary_sentiment_df,5,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0010979413986206056,0.00010050322755281507,0.000702071189880371,9.942049316935348e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-5.020113372802735,-4.984407806396485,-4.788785552978515,-9.811692810058593,-7.437347412109375,-2.3314491271972657,-4.243437194824219,-4.84222183227539,-16.753356170654296,-21.87615051269531,-8.208896179199218,5.973545386236851,1,finbert_tone_summary_sentiment_df,5,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001074075698852539,0.00016265243279814254,0.000628519058227539,4.59413238517222e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-5.023086547851557,-5.307447509765626,-5.091794433593753,-9.508779907226568,-7.557815551757824,-2.4708496093749943,-5.386663818359375,-4.459751586914064,-16.550250244140624,-21.4485870361328,-8.280502624511717,5.745957711944183,3,finbert_tone_summary_sentiment_df,5,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011774778366088867,7.26105769146394e-05,0.0006858110427856445,3.614071002006725e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-6.407817077636719,-10.887153625488281,-25.501382446289064,-20.36700439453125,-17.252232360839844,-11.814041137695312,-11.81375732421875,-13.566473388671875,-22.435954284667968,-18.029408264160157,-15.807522430419922,5.614309515319044,1,finbert_tone_summary_sentiment_df,5,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001200103759765625,0.00011692350486317044,0.0007458925247192383,0.00010024525983912644,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-5.675105794270843,-12.9334716796875,-26.399379475911452,-21.323822021484375,-17.315024820963533,-12.909683227539062,-11.589010620117188,-13.828897094726562,-21.056408691406244,-19.311128743489594,-16.234193216959635,5.691480050475889,2,finbert_tone_summary_sentiment_df,5,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011258363723754884,0.00013288727212920506,0.0007089614868164062,0.00010758217739959157,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-5.384490966796875,-12.738741302490235,-26.062091064453124,-21.913285064697266,-18.847104644775392,-14.96611328125,-11.793924713134766,-15.914414978027343,-20.467772674560546,-20.220687866210938,-16.83086265563965,5.632784827261357,3,finbert_tone_summary_sentiment_df,5,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010898113250732422,0.00013665041508969508,0.0006446361541748047,5.349252243988156e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-5.255273437499989,-12.443673706054682,-25.831558227539055,-22.327249145507807,-19.453427124023438,-15.945742797851551,-12.3432373046875,-15.263970947265625,-20.47074584960937,-20.53202819824218,-16.986690673828118,5.669428918746685,4,finbert_tone_summary_sentiment_df,5,5,60,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012427091598510743,7.523933194809517e-05,0.0007428169250488281,6.634201640444482e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-8.315957641601562,-6.9744110107421875,-8.635464477539063,-2.92799072265625,-12.557687377929687,-3.8386199951171873,-7.221366882324219,-5.843829345703125,-9.376553344726563,-9.00311737060547,-7.469499816894531,2.6591828359019973,3,finbert_whole_article_sentiment_df,5,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011842727661132812,5.4612199489705935e-05,0.000693058967590332,1.944199356970695e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-8.864276123046869,-7.641379801432288,-8.169114176432293,-1.6908935546875057,-12.219351196289063,-3.9568074544270813,-6.893289184570318,-5.322747802734369,-9.012718709309905,-10.887168375651044,-7.465774637858074,2.995983929856564,2,finbert_whole_article_sentiment_df,5,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001073312759399414,0.0001229798899582688,0.0006554126739501953,3.675947518384319e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-8.70910186767578,-7.703186798095703,-8.678594207763672,-1.7485671997070313,-10.269915008544922,-3.8018722534179688,-7.056005859375,-5.226576232910157,-10.183016967773437,-12.357069396972657,-7.573390579223634,3.056489515369857,4,finbert_whole_article_sentiment_df,5,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010462760925292968,0.00011811335335853963,0.000627446174621582,5.2121273359143946e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-8.406188964843755,-7.695451049804694,-8.628524780273432,-1.0974456787109375,-9.955575561523442,-3.5734405517578125,-6.628442382812489,-5.0373779296875,-10.146267700195306,-12.613308715820319,-7.37820233154297,3.231064873904377,1,finbert_whole_article_sentiment_df,5,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0010947465896606445,0.00011095520391508372,0.0006659269332885742,7.507857082929555e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-5.143077087402344,-8.691743469238281,-4.677743530273437,-1.5295547485351562,-4.356883239746094,-8.759786987304688,-6.719813537597656,-9.765882873535157,-13.095982360839844,-14.050430297851562,-7.679089813232421,3.7642831002267307,4,finbert_whole_article_sentiment_df,5,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012018918991088868,5.893362464972254e-05,0.0007091999053955078,3.31952303356565e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-5.313281249999994,-8.976643880208332,-4.112572224934894,-0.866883341471356,-3.729575602213532,-8.421450805664062,-6.787349446614582,-9.521233113606769,-13.07479858398437,-13.686595662434906,-7.449038391113279,3.8912712537370586,3,finbert_whole_article_sentiment_df,5,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011307239532470704,0.0001609498897667362,0.0006679296493530273,4.621499858014897e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-4.570458984375,-9.222213745117188,-4.060515594482422,-1.1557487487792968,-2.487355041503906,-6.837999725341797,-6.570339965820312,-9.252909851074218,-13.192823028564453,-14.487429809570312,-7.183779449462891,4.16367718779503,2,finbert_whole_article_sentiment_df,5,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010863065719604493,0.00016278867383912157,0.0006378889083862305,5.007530906921861e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-4.8842803955078065,-9.000705566406253,-4.2839038085937435,-1.148609008789066,-1.5768310546875,-6.157675170898443,-6.403982543945313,-8.835278320312488,-12.976809692382812,-14.820144653320307,-7.008822021484375,4.25223401668483,1,finbert_whole_article_sentiment_df,5,5,10,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001198554039001465,8.839533685984619e-05,0.0007452487945556641,9.706487400771854e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-2.372727966308594,-6.743382263183594,-2.90643310546875,-7.16082763671875,-1.5235183715820313,-2.3228225708007812,-5.469404602050782,-8.740924072265624,-17.66161651611328,-17.060733032226562,-7.1962390136718755,5.567812421329571,3,finbert_whole_article_sentiment_df,5,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011267900466918946,9.38675141137626e-05,0.000721883773803711,0.0001342414661046546,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-2.086174519856769,-7.1092681884765625,-2.8902384440104187,-7.484727986653638,-1.559521484375,-2.9910319010416573,-5.5525054931640625,-8.776347859700518,-17.671218872070305,-17.74867553710937,-7.38697102864583,5.6578748454295935,4,finbert_whole_article_sentiment_df,5,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011889219284057617,0.0002114916608945879,0.00070343017578125,0.00011539622770679585,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-2.195240020751953,-6.699267578125,-2.989655303955078,-7.346248626708984,-1.6339431762695313,-2.6822494506835937,-4.007457733154297,-8.751850128173828,-17.202273559570312,-17.68842544555664,-7.119661102294922,5.630509491759311,2,finbert_whole_article_sentiment_df,5,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0009544849395751953,6.963930398774752e-05,0.0005927085876464844,3.5612745250188225e-05,5,1,"{'model__n_neighbors': 5, 'model__p': 1}",-1.9858349609375012,-6.8875604248046844,-2.978649291992184,-7.333355712890636,-1.5938854980468762,-2.556121826171875,-3.3271331787109433,-8.610818481445312,-16.7747100830078,-17.65068664550781,-6.969875610351562,5.616660073241214,1,finbert_whole_article_sentiment_df,5,5,15,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011397361755371093,7.251470413814156e-05,0.0006807804107666016,3.120118641703749e-05,2,1,"{'model__n_neighbors': 2, 'model__p': 1}",-5.144047546386719,-4.732565307617188,-5.424356079101562,-9.418548583984375,-6.323370361328125,-2.27452392578125,-3.9806808471679687,-5.125770568847656,-16.99022674560547,-22.357342529296876,-8.177143249511719,6.116622958856477,1,finbert_whole_article_sentiment_df,5,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0010902166366577148,0.00013290799960159432,0.0007090568542480469,9.27746707589597e-05,3,1,"{'model__n_neighbors': 3, 'model__p': 1}",-5.339051310221345,-4.957638549804682,-4.2196502685546875,-10.009172566731763,-6.26024169921875,-2.530999755859375,-5.2623931884765565,-5.482323201497394,-16.993870035807294,-22.134541829427082,-8.318988240559893,6.009091243463042,4,finbert_whole_article_sentiment_df,5,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0010980129241943359,0.00012129907872076366,0.0006670475006103516,4.2229819735195974e-05,4,1,"{'model__n_neighbors': 4, 'model__p': 1}",-5.214449310302735,-5.001264190673828,-4.692604827880859,-10.209297180175781,-7.370915222167969,-2.5209190368652346,-5.067393493652344,-4.1390541076660154,-16.691281890869142,-21.87118453979492,-8.277836380004882,5.947023934875662,2,finbert_whole_article_sentiment_df,5,5,20,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
