,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,data_frame,cv_train_size,cv_test_size,lag_time,scoring_method,features_to_use
2,0.0011633634567260742,0.00011355490480711773,0.001154923439025879,0.0001156497948057305,4,{'model__n_neighbors': 4},0.4,0.6,0.6,0.6,0.6,0.4,0.8,0.8,0.4,0.4,0.5600000000000002,0.14966629547095767,1,finbert_summary_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011647462844848633,0.00011794743498992075,0.0010768890380859375,7.467190728675274e-05,5,{'model__n_neighbors': 5},0.4,0.4,0.6,0.4,0.4,0.4,0.8,0.8,0.4,0.4,0.5000000000000001,0.161245154965971,4,finbert_summary_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012011766433715821,6.73042980322153e-05,0.0011512041091918945,8.328997031263153e-05,2,{'model__n_neighbors': 2},0.6,0.4,0.4,0.6,0.4,0.2,0.8,0.8,0.6,0.4,0.52,0.18330302779823363,4,finbert_summary_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011728763580322265,8.87845435431003e-05,0.0011133909225463866,9.780047812141891e-05,3,{'model__n_neighbors': 3},0.6,0.4,0.4,0.6,0.4,0.6,0.6,0.8,0.6,0.4,0.54,0.12806248474865697,3,finbert_summary_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0010649204254150391,7.308610226361018e-05,0.001032543182373047,4.6113481569137815e-05,4,{'model__n_neighbors': 4},0.6,0.6,0.4,0.6,0.6,0.4,0.8,0.8,0.4,0.6,0.5800000000000001,0.13999999999999999,1,finbert_summary_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010879039764404297,9.52058257324125e-05,0.001045560836791992,0.00012766259458781115,5,{'model__n_neighbors': 5},0.6,0.6,0.4,0.6,0.4,0.6,0.8,0.8,0.4,0.6,0.5800000000000001,0.13999999999999999,1,finbert_summary_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012578010559082032,0.00010137709376944275,0.001183152198791504,9.841971214750757e-05,2,{'model__n_neighbors': 2},0.4,0.4,0.8,0.6,0.4,0.4,0.8,0.6,0.4,0.6,0.54,0.15620499351813308,1,finbert_summary_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012031078338623046,9.59380364900847e-05,0.0011313915252685546,6.971876187865065e-05,3,{'model__n_neighbors': 3},0.8,0.4,0.4,0.4,0.4,0.4,0.8,0.2,0.6,0.4,0.48,0.18330302779823363,2,finbert_summary_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001141667366027832,8.895634898759553e-05,0.001076507568359375,4.766067902084001e-05,4,{'model__n_neighbors': 4},0.4,0.4,0.4,0.4,0.6,0.4,0.8,0.2,0.6,0.6,0.48,0.16,2,finbert_summary_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011414527893066407,0.00011170642965147616,0.00106658935546875,8.034693381189052e-05,5,{'model__n_neighbors': 5},0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.2,0.6,0.6,0.45999999999999996,0.15620499351813308,4,finbert_summary_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012480735778808594,8.835078414904361e-05,0.001127004623413086,6.450031198092094e-05,2,{'model__n_neighbors': 2},0.4,0.2,0.4,0.6,0.6,0.6,0.2,0.6,0.4,0.6,0.45999999999999996,0.15620499351813308,3,finbert_tone_summary_sentiment_df,5,5,5,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011973381042480469,9.265462563524543e-05,0.0011477231979370116,7.293539205677118e-05,3,{'model__n_neighbors': 3},0.4,0.4,0.4,0.6,0.6,0.6,0.2,0.2,0.4,0.6,0.44000000000000006,0.14966629547095764,4,finbert_tone_summary_sentiment_df,5,5,5,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011343955993652344,7.139917967987277e-05,0.0010955333709716797,4.5428719262645604e-05,4,{'model__n_neighbors': 4},0.4,0.4,0.4,0.6,0.6,0.4,0.8,0.2,0.4,0.6,0.48,0.15999999999999998,1,finbert_tone_summary_sentiment_df,5,5,5,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011031150817871094,9.254141518798414e-05,0.0010318517684936523,6.499252420679295e-05,5,{'model__n_neighbors': 5},0.4,0.4,0.4,0.6,0.6,0.4,0.8,0.2,0.4,0.6,0.48,0.15999999999999998,1,finbert_tone_summary_sentiment_df,5,5,5,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012519359588623047,7.043951737593512e-05,0.001134204864501953,5.367318534841419e-05,2,{'model__n_neighbors': 2},0.4,0.6,0.6,0.8,0.6,0.4,0.2,0.2,0.4,0.6,0.48,0.18330302779823363,3,finbert_tone_summary_sentiment_df,5,5,10,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001225113868713379,9.278356985884559e-05,0.0011413812637329102,5.8781475738022434e-05,3,{'model__n_neighbors': 3},0.4,0.6,0.4,0.8,0.6,0.4,0.2,0.2,0.6,0.6,0.48,0.18330302779823363,3,finbert_tone_summary_sentiment_df,5,5,10,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001125502586364746,8.400465063420067e-05,0.0010908842086791992,8.958603093689213e-05,4,{'model__n_neighbors': 4},0.4,0.6,0.6,0.8,0.6,0.4,0.8,0.8,0.8,0.6,0.6399999999999999,0.14966629547095767,1,finbert_tone_summary_sentiment_df,5,5,10,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011172771453857421,0.00011259799462798073,0.0010543584823608399,8.21162909345573e-05,5,{'model__n_neighbors': 5},0.6,0.6,0.4,0.4,0.6,0.4,0.8,0.8,0.6,0.6,0.5799999999999998,0.13999999999999999,2,finbert_tone_summary_sentiment_df,5,5,10,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012581348419189453,8.247180902459932e-05,0.001148080825805664,6.604454572499427e-05,2,{'model__n_neighbors': 2},0.4,0.6,0.6,0.6,0.6,0.4,0.8,0.4,0.6,0.2,0.52,0.16,2,finbert_tone_summary_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001247739791870117,5.6024632430970106e-05,0.0011700868606567382,3.332679849969524e-05,3,{'model__n_neighbors': 3},0.6,0.6,0.6,0.4,0.6,0.4,0.8,0.2,0.6,0.4,0.52,0.15999999999999998,2,finbert_tone_summary_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011302709579467773,8.184511173317519e-05,0.0011044740676879883,6.046600232566064e-05,4,{'model__n_neighbors': 4},0.4,0.6,0.6,0.6,0.6,0.4,0.8,0.8,0.4,0.6,0.5800000000000001,0.13999999999999999,1,finbert_tone_summary_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011415719985961915,0.0002063806761899453,0.0010342597961425781,7.608212929537116e-05,5,{'model__n_neighbors': 5},0.4,0.4,0.6,0.4,0.4,0.4,0.8,0.8,0.4,0.4,0.5000000000000001,0.161245154965971,4,finbert_tone_summary_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012924671173095703,6.92021169004358e-05,0.0011800527572631836,7.523118720241635e-05,2,{'model__n_neighbors': 2},1.0,0.6,0.4,0.6,0.4,0.6,0.8,0.8,0.6,0.4,0.62,0.18867962264113208,1,finbert_tone_summary_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001217818260192871,7.331101482357209e-05,0.0011909961700439452,8.380365235909873e-05,3,{'model__n_neighbors': 3},0.6,0.4,0.4,0.6,0.4,0.6,0.8,0.8,0.6,0.4,0.5599999999999999,0.14966629547095767,4,finbert_tone_summary_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011682510375976562,0.0001277951161955283,0.0011100530624389648,5.032851308184134e-05,4,{'model__n_neighbors': 4},0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.4,0.6,0.6199999999999999,0.1077032961426901,2,finbert_tone_summary_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011420249938964844,0.00012240591891175584,0.0010829687118530274,7.494524491614397e-05,5,{'model__n_neighbors': 5},0.6,0.6,0.4,0.6,0.4,0.6,0.8,0.8,0.4,0.6,0.5800000000000001,0.13999999999999999,3,finbert_tone_summary_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012419462203979493,8.94000018903461e-05,0.0011307477951049804,5.550055252382681e-05,2,{'model__n_neighbors': 2},0.6,0.4,0.6,0.6,0.4,0.4,0.8,0.8,0.6,0.6,0.58,0.13999999999999999,1,finbert_tone_summary_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001231074333190918,0.00010287656706167158,0.0011848926544189454,8.488610840414127e-05,3,{'model__n_neighbors': 3},0.6,0.4,0.4,0.4,0.4,0.4,0.8,0.2,0.6,0.2,0.44000000000000006,0.17435595774162693,4,finbert_tone_summary_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011646747589111328,8.366569613385696e-05,0.0011170864105224609,6.245977068139836e-05,4,{'model__n_neighbors': 4},0.4,0.4,0.4,0.4,0.6,0.4,0.8,0.2,0.6,0.6,0.48,0.16,2,finbert_tone_summary_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011293888092041016,0.00014931129837251906,0.001037931442260742,7.364149013542393e-05,5,{'model__n_neighbors': 5},0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.2,0.6,0.6,0.45999999999999996,0.15620499351813308,3,finbert_tone_summary_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012219905853271484,0.00010820569886323327,0.0011111736297607423,6.0854136728713045e-05,2,{'model__n_neighbors': 2},0.4,0.2,0.4,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.45999999999999996,0.12806248474865695,3,finbert_whole_article_sentiment_df,5,5,5,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001204705238342285,0.00014084519595229905,0.0011454105377197265,0.00010317971628093838,3,{'model__n_neighbors': 3},0.4,0.0,0.4,0.6,0.6,0.8,0.4,0.4,0.4,0.6,0.45999999999999996,0.2009975124224178,3,finbert_whole_article_sentiment_df,5,5,5,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011450767517089844,0.00011535295018825141,0.0011098146438598632,7.104901259323882e-05,4,{'model__n_neighbors': 4},0.4,0.6,0.4,0.6,0.6,0.4,0.8,0.6,0.4,0.6,0.54,0.12806248474865697,1,finbert_whole_article_sentiment_df,5,5,5,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011665821075439453,0.00019059664963726248,0.0010331392288208008,7.280266984050081e-05,5,{'model__n_neighbors': 5},0.4,0.4,0.4,0.6,0.6,0.4,0.8,0.2,0.4,0.6,0.48,0.15999999999999998,2,finbert_whole_article_sentiment_df,5,5,5,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012182474136352539,9.50106294086341e-05,0.0011312484741210938,6.234632623341186e-05,2,{'model__n_neighbors': 2},0.4,0.6,0.4,0.8,0.6,0.4,0.6,0.2,0.4,0.6,0.5,0.161245154965971,4,finbert_whole_article_sentiment_df,5,5,10,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012164354324340821,8.264720465487854e-05,0.0011439323425292969,4.917599210907273e-05,3,{'model__n_neighbors': 3},0.4,0.6,0.4,0.8,0.6,0.4,0.6,0.2,0.6,0.6,0.5199999999999999,0.16,3,finbert_whole_article_sentiment_df,5,5,10,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011647462844848633,0.0001034904199427708,0.0011192083358764649,6.807809050712439e-05,4,{'model__n_neighbors': 4},0.4,0.6,0.4,0.8,0.6,0.4,0.8,0.8,0.0,0.6,0.54,0.23748684174075835,2,finbert_whole_article_sentiment_df,5,5,10,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001148056983947754,0.0001185290982234361,0.0010792016983032227,9.701481669011582e-05,5,{'model__n_neighbors': 5},0.6,0.6,0.4,0.4,0.6,0.4,0.8,0.8,0.6,0.6,0.5799999999999998,0.13999999999999999,1,finbert_whole_article_sentiment_df,5,5,10,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012836694717407227,5.875878484726153e-05,0.001218128204345703,9.864133568815458e-05,2,{'model__n_neighbors': 2},0.2,0.6,0.6,0.6,0.6,0.4,0.8,0.8,0.6,0.4,0.5599999999999999,0.17435595774162693,1,finbert_whole_article_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012489795684814454,9.89921979559153e-05,0.0011629581451416016,7.784545875926981e-05,3,{'model__n_neighbors': 3},0.4,0.6,0.6,0.6,0.6,0.4,0.8,0.2,0.6,0.4,0.52,0.15999999999999998,3,finbert_whole_article_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0013366460800170899,0.00021967484860897665,0.0012953519821166993,0.00015917237353866169,4,{'model__n_neighbors': 4},0.4,0.6,0.6,0.6,0.6,0.4,0.8,0.8,0.4,0.2,0.5400000000000001,0.18000000000000002,2,finbert_whole_article_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001213240623474121,0.0002231913235079325,0.0011330842971801758,0.00011149999873805295,5,{'model__n_neighbors': 5},0.4,0.4,0.6,0.4,0.4,0.4,0.8,0.8,0.4,0.4,0.5000000000000001,0.161245154965971,4,finbert_whole_article_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012377262115478515,8.333452067869638e-05,0.0011477708816528321,6.347877990450014e-05,2,{'model__n_neighbors': 2},0.6,0.6,0.4,0.6,0.6,0.8,0.8,0.8,0.6,0.4,0.62,0.14,1,finbert_whole_article_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012951374053955078,0.00013663280981233457,0.001167440414428711,6.488098070678258e-05,3,{'model__n_neighbors': 3},0.6,0.2,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.52,0.132664991614216,4,finbert_whole_article_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001169586181640625,0.00011856765685766228,0.0011016368865966798,6.388721118451205e-05,4,{'model__n_neighbors': 4},0.8,0.6,0.6,0.6,0.6,0.4,0.8,0.8,0.4,0.6,0.6199999999999999,0.14,2,finbert_whole_article_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011116981506347657,0.00011299520502983724,0.001031804084777832,7.702920568242726e-05,5,{'model__n_neighbors': 5},0.6,0.6,0.4,0.6,0.4,0.6,0.8,0.8,0.4,0.6,0.5800000000000001,0.13999999999999999,3,finbert_whole_article_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012197256088256835,0.00010707162847666274,0.001453995704650879,0.00045359172269627635,2,{'model__n_neighbors': 2},0.8,0.4,0.6,0.6,0.4,0.4,0.8,0.4,0.6,0.6,0.5599999999999999,0.14966629547095764,1,finbert_whole_article_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001201963424682617,7.58363891172737e-05,0.0011203527450561524,3.976325163017789e-05,3,{'model__n_neighbors': 3},0.6,0.4,0.4,0.4,0.4,0.4,0.8,0.2,0.6,0.6,0.48,0.15999999999999998,2,finbert_whole_article_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011992692947387696,0.0001147026035434778,0.0011294126510620118,8.816275796945463e-05,4,{'model__n_neighbors': 4},0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.2,0.6,0.6,0.45999999999999996,0.15620499351813308,3,finbert_whole_article_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011025190353393555,0.00011295345587619267,0.0010210514068603516,8.044697918822014e-05,5,{'model__n_neighbors': 5},0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.2,0.6,0.6,0.45999999999999996,0.15620499351813308,3,finbert_whole_article_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012304306030273438,0.00010276824257997822,0.0011381864547729491,8.294434339140488e-05,2,{'model__n_neighbors': 2},0.4,0.2,0.4,0.6,0.6,0.4,0.4,0.4,0.4,0.6,0.44000000000000006,0.11999999999999998,4,finbert_tone_article_sentiment_df,5,5,5,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012218713760375976,0.00011190167565026109,0.001149129867553711,6.76980980380336e-05,3,{'model__n_neighbors': 3},0.4,0.4,0.4,0.6,0.6,0.6,0.4,0.2,0.4,0.6,0.45999999999999996,0.12806248474865695,3,finbert_tone_article_sentiment_df,5,5,5,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011377573013305665,9.344028061187088e-05,0.0010898351669311524,5.490137982831906e-05,4,{'model__n_neighbors': 4},0.4,0.4,0.4,0.6,0.6,0.4,0.8,0.8,0.4,0.6,0.54,0.15620499351813308,1,finbert_tone_article_sentiment_df,5,5,5,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011035919189453125,0.00010768608970627215,0.0010413646697998047,6.62853218530371e-05,5,{'model__n_neighbors': 5},0.4,0.4,0.4,0.6,0.6,0.4,0.8,0.2,0.4,0.6,0.48,0.15999999999999998,2,finbert_tone_article_sentiment_df,5,5,5,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012413740158081054,0.00010065161878800118,0.0011615991592407227,7.07667510552267e-05,2,{'model__n_neighbors': 2},0.4,0.6,0.8,0.8,0.6,0.4,0.4,0.2,0.4,0.6,0.52,0.18330302779823363,3,finbert_tone_article_sentiment_df,5,5,10,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012109041213989257,0.000138670913048661,0.0011208534240722656,7.969850613422133e-05,3,{'model__n_neighbors': 3},0.4,0.6,0.6,0.8,0.6,0.4,0.2,0.2,0.6,0.6,0.4999999999999999,0.18439088914585774,4,finbert_tone_article_sentiment_df,5,5,10,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011545181274414062,9.999561715012111e-05,0.0011377334594726562,8.666821976790195e-05,4,{'model__n_neighbors': 4},0.4,0.6,0.6,0.8,0.6,0.4,0.8,0.8,0.4,0.6,0.6,0.15491933384829668,1,finbert_tone_article_sentiment_df,5,5,10,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011568546295166015,0.00011557630741379268,0.001070690155029297,6.611745697156041e-05,5,{'model__n_neighbors': 5},0.6,0.6,0.4,0.4,0.6,0.4,0.8,0.8,0.6,0.6,0.5799999999999998,0.13999999999999999,2,finbert_tone_article_sentiment_df,5,5,10,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012908458709716796,9.864173907190404e-05,0.0011640548706054687,5.756959102179002e-05,2,{'model__n_neighbors': 2},0.4,0.6,0.6,0.6,0.6,0.4,0.8,0.6,0.6,0.6,0.5799999999999998,0.10770329614269009,2,finbert_tone_article_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012097358703613281,9.788631834677255e-05,0.001115274429321289,4.947421631291579e-05,3,{'model__n_neighbors': 3},0.4,0.6,0.6,0.2,0.6,0.4,0.8,0.2,0.6,0.4,0.48,0.18330302779823363,4,finbert_tone_article_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001189112663269043,0.00011535721017710733,0.001125931739807129,7.954018641748056e-05,4,{'model__n_neighbors': 4},0.4,0.6,0.6,0.6,0.6,0.4,0.8,0.8,0.4,0.6,0.5800000000000001,0.13999999999999999,1,finbert_tone_article_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011015653610229493,9.133877999201497e-05,0.0010544061660766602,5.63340522458199e-05,5,{'model__n_neighbors': 5},0.4,0.4,0.6,0.4,0.4,0.4,0.8,0.8,0.4,0.4,0.5000000000000001,0.161245154965971,3,finbert_tone_article_sentiment_df,5,5,15,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011763811111450196,9.183730476206946e-05,0.0011740922927856445,0.00013418130062789894,2,{'model__n_neighbors': 2},0.6,0.6,0.6,0.6,0.4,0.6,0.8,0.8,0.6,0.4,0.6,0.1264911064067352,1,finbert_tone_article_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001265263557434082,7.913216081329924e-05,0.0011693239212036133,5.016841902785767e-05,3,{'model__n_neighbors': 3},0.6,0.4,0.4,0.6,0.4,0.6,0.8,0.6,0.6,0.4,0.54,0.12806248474865697,4,finbert_tone_article_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011997699737548828,0.0001271941020348156,0.0011430740356445312,8.317031112287622e-05,4,{'model__n_neighbors': 4},0.8,0.6,0.0,0.6,0.8,0.6,0.8,0.8,0.4,0.6,0.6,0.23664319132398465,1,finbert_tone_article_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001113748550415039,0.00012268285251202757,0.001037740707397461,9.051137998068376e-05,5,{'model__n_neighbors': 5},0.6,0.6,0.4,0.6,0.4,0.6,0.8,0.8,0.4,0.6,0.5800000000000001,0.13999999999999999,3,finbert_tone_article_sentiment_df,5,5,20,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011534690856933594,0.0001234775782767969,0.0010765552520751952,8.028982030848108e-05,2,{'model__n_neighbors': 2},0.8,0.4,0.6,0.6,0.4,0.4,0.8,1.0,0.6,0.6,0.6199999999999999,0.18867962264113208,1,finbert_tone_article_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011608600616455078,7.71899803014522e-05,0.0010938167572021485,3.775842797833277e-05,3,{'model__n_neighbors': 3},0.6,0.4,0.4,0.4,0.4,0.4,0.8,0.2,0.6,0.8,0.5,0.18439088914585774,2,finbert_tone_article_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011664152145385743,0.0001141951350543383,0.0011214971542358398,0.00010484457761472813,4,{'model__n_neighbors': 4},0.4,0.4,0.6,0.4,0.6,0.4,0.8,0.2,0.6,0.6,0.4999999999999999,0.16124515496597097,3,finbert_tone_article_sentiment_df,5,5,60,accuracy,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
