,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_leaf_nodes,param_model__n_estimators,param_model__random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,data_frame,cv_train_size,cv_test_size,lag_time,scoring_method,features_to_use
10,0.011035466194152832,0.0034207974471221776,0.0010899543762207032,0.0006589042085323166,2,,20,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': None, 'model__n_estimators': 20, 'model__random_state': 1337}",-6.421773373921695,-5.362774948120119,-6.829851949055995,-3.434163263956708,-1.3742513071695839,-3.6343197987874705,-3.4982039489746115,-4.382617123921705,-4.5170876375834155,-4.754646550496426,-4.420968990198773,1.5013850465860608,16,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
11,0.04307861328125,0.008389729253282706,0.0018458843231201171,4.89148472514854e-05,2,,100,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': None, 'model__n_estimators': 100, 'model__random_state': 1337}",-6.536333485267255,-5.146743198322116,-7.267948516845683,-1.6501625511895952,-1.6961482895624158,-3.8776210181826345,-3.8069200639996894,-4.561086276463072,-4.240979955473409,-4.87307759348555,-4.365702094879142,1.7060771860430621,13,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
12,0.005485439300537109,0.002023978140201939,0.0008086204528808594,0.0004019909082362154,2,5,10,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': 5, 'model__n_estimators': 10, 'model__random_state': 1337}",-6.804111480712896,-5.558062347412107,-7.710343170166027,-4.213378000895181,-1.75671819051106,-3.835541554768889,-3.248304992675776,-4.663655258178693,-3.6310406494140692,-4.540115737915039,-4.596127138264974,1.6444391138639805,25,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
13,0.011075162887573242,0.006467762855681069,0.000827956199645996,6.970056553650218e-05,2,5,20,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': 5, 'model__n_estimators': 20, 'model__random_state': 1337}",-6.421773373921695,-5.362774948120119,-6.829851949055995,-3.434163263956708,-1.3742513071695839,-3.6343197987874705,-3.4982039489746115,-4.382617123921705,-4.5170876375834155,-4.754646550496426,-4.420968990198773,1.5013850465860608,16,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
14,0.040237808227539064,0.007152569351345205,0.001877164840698242,8.395335354336583e-05,2,5,100,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': 5, 'model__n_estimators': 100, 'model__random_state': 1337}",-6.536333485267255,-5.146743198322116,-7.267948516845683,-1.6501625511895952,-1.6961482895624158,-3.8776210181826345,-3.8069200639996894,-4.561086276463072,-4.240979955473409,-4.87307759348555,-4.365702094879142,1.7060771860430621,13,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
15,0.007762503623962402,0.004952704443284941,0.0008385658264160156,0.0003567276560143732,2,10,10,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': 10, 'model__n_estimators': 10, 'model__random_state': 1337}",-6.804111480712896,-5.558062347412107,-7.710343170166027,-4.213378000895181,-1.75671819051106,-3.835541554768889,-3.248304992675776,-4.663655258178693,-3.6310406494140692,-4.540115737915039,-4.596127138264974,1.6444391138639805,25,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
16,0.009913372993469238,0.0020337052055918827,0.001541304588317871,0.0012476314124932884,2,10,20,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': 10, 'model__n_estimators': 20, 'model__random_state': 1337}",-6.421773373921695,-5.362774948120119,-6.829851949055995,-3.434163263956708,-1.3742513071695839,-3.6343197987874705,-3.4982039489746115,-4.382617123921705,-4.5170876375834155,-4.754646550496426,-4.420968990198773,1.5013850465860608,16,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
17,0.04219775199890137,0.007530187463465443,0.002335786819458008,0.0010647817998965822,2,10,100,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': 10, 'model__n_estimators': 100, 'model__random_state': 1337}",-6.536333485267255,-5.146743198322116,-7.267948516845683,-1.6501625511895952,-1.6961482895624158,-3.8776210181826345,-3.8069200639996894,-4.561086276463072,-4.240979955473409,-4.87307759348555,-4.365702094879142,1.7060771860430621,13,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
18,0.007069730758666992,0.002545951229470427,0.001358199119567871,0.0006960670987517458,5,,10,1337,"{'model__max_depth': 5, 'model__max_leaf_nodes': None, 'model__n_estimators': 10, 'model__random_state': 1337}",-6.545487976074213,-5.420980834960938,-7.745280456542974,-3.979322204589846,-1.9102688598632824,-3.834834594726567,-3.1292889404296886,-4.768032836914057,-3.466569824218749,-4.442666320800771,-4.524273284912108,1.612463746176111,20,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
19,0.00913410186767578,0.0032058175781653426,0.0008376836776733398,7.525959176731792e-05,5,,20,1337,"{'model__max_depth': 5, 'model__max_leaf_nodes': None, 'model__n_estimators': 20, 'model__random_state': 1337}",-6.180009613037112,-5.311862792968748,-7.029298858642574,-3.2087808227539085,-1.3605485534667934,-3.663612976074222,-3.479382781982423,-4.379700927734371,-4.3271562194824185,-4.601769866943357,-4.3542123413085925,1.5161027290381628,8,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
20,0.04019742012023926,0.005874853233397171,0.0018539667129516602,6.389897699778385e-05,5,,100,1337,"{'model__max_depth': 5, 'model__max_leaf_nodes': None, 'model__n_estimators': 100, 'model__random_state': 1337}",-6.4128595581054695,-5.12669955444336,-7.440783111572268,-1.764454823811849,-1.6649770202636716,-3.8664169921874985,-3.8418711547851556,-4.560427764892575,-4.136242869059254,-4.709331329345696,-4.352406417846679,1.7034396014174615,4,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
21,0.00570676326751709,0.0021046676912110183,0.0007329225540161133,7.967415628559168e-05,5,5,10,1337,"{'model__max_depth': 5, 'model__max_leaf_nodes': 5, 'model__n_estimators': 10, 'model__random_state': 1337}",-6.686034800211582,-5.587424784342448,-7.604287109375003,-3.9726705220540284,-1.6688228352864427,-3.8255954895019557,-3.19315657043457,-4.754274566650383,-3.4635243733724166,-4.518977152506511,-4.527476820373534,1.648814381057855,21,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
22,0.009341859817504882,0.0015934470504861793,0.001054525375366211,0.00041985102905500737,5,5,20,1337,"{'model__max_depth': 5, 'model__max_leaf_nodes': 5, 'model__n_estimators': 20, 'model__random_state': 1337}",-6.302098058064774,-5.415207010904948,-6.701880900065106,-3.236010915120443,-1.3269430796305186,-3.6698934631347697,-3.5199076258341564,-4.371447891235357,-4.336666628519708,-4.679512557983395,-4.355956813049318,1.4871785746546131,11,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
23,0.04124031066894531,0.006954341351354206,0.0018207311630249023,3.834005753113722e-05,5,5,100,1337,"{'model__max_depth': 5, 'model__max_leaf_nodes': 5, 'model__n_estimators': 100, 'model__random_state': 1337}",-6.4809443339029995,-5.1399479741414265,-7.249848979695628,-1.7225222290039142,-1.6765185648600152,-3.8657922709146875,-3.798114144388825,-4.583794774373388,-4.129239585876462,-4.806192163085956,-4.345291502024329,1.6874693464424484,1,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
24,0.005590677261352539,0.0007138913492832127,0.0007383584976196289,3.4108267252922225e-05,5,10,10,1337,"{'model__max_depth': 5, 'model__max_leaf_nodes': 10, 'model__n_estimators': 10, 'model__random_state': 1337}",-6.707108459472653,-5.5933078002929735,-7.518817138671875,-4.234144287109376,-1.734478759765625,-3.836025085449222,-3.22681823730469,-4.7960409545898415,-3.4711380004882755,-4.396979064941405,-4.551485778808593,1.6152662570849354,24,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
25,0.009720993041992188,0.0022369471595722165,0.0011733293533325196,0.0008229392391431455,5,10,20,1337,"{'model__max_depth': 5, 'model__max_leaf_nodes': 10, 'model__n_estimators': 20, 'model__random_state': 1337}",-6.326657104492182,-5.442348327636717,-6.655493469238285,-3.287275543212894,-1.3594564819335972,-3.686058197021481,-3.5599288940429688,-4.3507997131347675,-4.300241394042979,-4.586672668457032,-4.35549317932129,1.4700901995882902,10,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
26,0.038282370567321776,0.004442793074638707,0.001823759078979492,6.347866797050216e-05,5,10,100,1337,"{'model__max_depth': 5, 'model__max_leaf_nodes': 10, 'model__n_estimators': 100, 'model__random_state': 1337}",-6.4800462951660105,-5.169355163574221,-7.273254760742191,-1.8289672139485673,-1.6814234313964789,-3.8785339050292977,-3.8040706787109344,-4.583430206298829,-4.121603556315113,-4.713661437988281,-4.353434664916993,1.673017366382475,6,finbert_summary_sentiment_df,10,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.004900383949279785,0.00011674484347230886,0.0007689476013183593,3.331447299353165e-05,,,10,1337,"{'model__max_depth': None, 'model__max_leaf_nodes': None, 'model__n_estimators': 10, 'model__random_state': 1337}",-5.622179260253904,-8.275292968749994,-4.268828430175779,-1.882795715332037,-5.445221557617179,-4.127232055664064,-6.551961059570317,-5.113059692382814,-9.052589111328121,-7.897716369628904,-5.823687622070311,2.0684091205791146,18,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.008147644996643066,0.00014377182187991677,0.000855398178100586,3.624288644661969e-05,,,20,1337,"{'model__max_depth': None, 'model__max_leaf_nodes': None, 'model__n_estimators': 20, 'model__random_state': 1337}",-5.5565412902832065,-7.871144866943365,-4.45850830078125,-1.3346769714355446,-4.3235618591308596,-4.193676147460939,-6.4264250183105505,-5.684431457519537,-9.05268844604492,-8.75810409545898,-5.765975845336915,2.2488290011009973,11,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.03688657283782959,0.003322498180963298,0.0017975568771362305,4.249970839712506e-05,,,100,1337,"{'model__max_depth': None, 'model__max_leaf_nodes': None, 'model__n_estimators': 100, 'model__random_state': 1337}",-5.735217193603518,-8.056838043212895,-4.27382595825195,-1.5174552001953145,-2.2525843200683595,-3.6942880249023404,-6.645953796386715,-6.018158142089834,-9.309383728027347,-8.580505859375,-5.608421026611327,2.514523525766429,2,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.006366896629333496,0.003119067493566726,0.0007204532623291016,5.2245752937049784e-05,,5,10,1337,"{'model__max_depth': None, 'model__max_leaf_nodes': 5, 'model__n_estimators': 10, 'model__random_state': 1337}",-5.551943461100256,-8.440086517333992,-4.146442189534502,-2.0520170593261695,-5.080272471110016,-4.228761189778647,-6.509894378662108,-5.1585337371826085,-9.162027226765957,-7.855076395670591,-5.818505462646485,2.0793890467031524,16,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
4,0.010438776016235352,0.0027084740074305516,0.000929880142211914,7.580389651462315e-05,,5,20,1337,"{'model__max_depth': None, 'model__max_leaf_nodes': 5, 'model__n_estimators': 20, 'model__random_state': 1337}",-5.41331714884439,-8.014562098185218,-4.3846977259318125,-1.4118170674641874,-4.4093428166707325,-4.271802902221674,-6.416018737792973,-5.7197913029988685,-9.13986795806884,-8.741717427571633,-5.7922935185750335,2.2533550693248863,14,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
5,0.03906316757202148,0.0043200407594647045,0.002262258529663086,0.001287793576414905,,5,100,1337,"{'model__max_depth': None, 'model__max_leaf_nodes': 5, 'model__n_estimators': 100, 'model__random_state': 1337}",-5.757105157979339,-8.111797383626293,-4.300703925069149,-1.3173007568359538,-2.3300655069987046,-3.7546154169718364,-6.654065001932759,-6.011837185160306,-9.315946382649713,-8.57159271443685,-5.61250294316609,2.537304229124006,3,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
6,0.0048828125,0.0007276231067578093,0.0006799697875976562,2.8966630901856487e-05,,10,10,1337,"{'model__max_depth': None, 'model__max_leaf_nodes': 10, 'model__n_estimators': 10, 'model__random_state': 1337}",-5.596795043945315,-8.447225341796871,-4.0526751708984365,-2.0129504394531237,-5.195852966308593,-4.2525708007812515,-6.515610046386717,-5.141860961914068,-9.168988037109376,-7.861167297363278,-5.824569610595704,2.091439995743667,20,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
7,0.010788202285766602,0.0034218004581364546,0.0008706092834472656,5.655700787587815e-05,,10,20,1337,"{'model__max_depth': None, 'model__max_leaf_nodes': 10, 'model__n_estimators': 20, 'model__random_state': 1337}",-5.429725036621096,-8.021758880615232,-4.327824401855475,-1.349945220947268,-4.409947509765624,-4.296569061279302,-6.407455139160158,-5.75276168823242,-9.157367706298828,-8.715497131347666,-5.786885177612307,2.2666651665006103,13,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
8,0.0394442081451416,0.005157690744054726,0.001836252212524414,4.54296952397624e-05,,10,100,1337,"{'model__max_depth': None, 'model__max_leaf_nodes': 10, 'model__n_estimators': 100, 'model__random_state': 1337}",-5.731885833740233,-8.117203063964837,-4.270276062011715,-1.3329908447265553,-2.390038909912107,-3.761029174804679,-6.641861907958992,-6.0203428955078095,-9.348732940673823,-8.563701416015624,-5.617806304931637,2.532003562408874,6,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
9,0.004581356048583984,0.00012716506790571335,0.000678253173828125,2.722940587886708e-05,2,,10,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': None, 'model__n_estimators': 10, 'model__random_state': 1337}",-5.500445566813147,-8.514708404541022,-4.276911137898759,-1.981468856811523,-5.43993682861327,-4.123683471679692,-6.55612689208985,-5.163287248883927,-9.26257301839193,-7.989089416503913,-5.880823084222703,2.1211640346772196,25,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
10,0.00906672477722168,0.0022552259633189676,0.0008588314056396484,5.573957157731123e-05,2,,20,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': None, 'model__n_estimators': 20, 'model__random_state': 1337}",-5.445174285888674,-8.127019330342597,-4.458741170247402,-1.3646897506713913,-4.679556744893392,-4.2022839050292875,-6.384585764567072,-5.643137645539776,-9.13981578318278,-8.874063318888341,-5.831906769925071,2.275529893546911,22,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
11,0.0425905704498291,0.005435995825090034,0.0021505832672119142,0.0009705256800086589,2,,100,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': None, 'model__n_estimators': 100, 'model__random_state': 1337}",-5.712944123695007,-8.121777685946501,-4.3576274871826,-1.277712592860621,-2.5462995907738275,-3.6990027934119665,-6.6367550497872285,-5.979033466775047,-9.306050899614558,-8.65858737633116,-5.629579106637852,2.526582706098981,7,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
12,0.007108616828918457,0.0036375413257570518,0.0007130146026611328,5.046789157474803e-05,2,5,10,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': 5, 'model__n_estimators': 10, 'model__random_state': 1337}",-5.500445566813147,-8.514708404541022,-4.276911137898759,-1.981468856811523,-5.43993682861327,-4.123683471679692,-6.55612689208985,-5.163287248883927,-9.26257301839193,-7.989089416503913,-5.880823084222703,2.1211640346772196,25,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
13,0.008538269996643066,0.0013644980250240172,0.0013138055801391602,0.0014844350599692527,2,5,20,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': 5, 'model__n_estimators': 20, 'model__random_state': 1337}",-5.445174285888674,-8.127019330342597,-4.458741170247402,-1.3646897506713913,-4.679556744893392,-4.2022839050292875,-6.384585764567072,-5.643137645539776,-9.13981578318278,-8.874063318888341,-5.831906769925071,2.275529893546911,22,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
14,0.04230630397796631,0.011185197973705308,0.00245511531829834,0.0020021861892467706,2,5,100,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': 5, 'model__n_estimators': 100, 'model__random_state': 1337}",-5.712944123695007,-8.121777685946501,-4.3576274871826,-1.277712592860621,-2.5462995907738275,-3.6990027934119665,-6.6367550497872285,-5.979033466775047,-9.306050899614558,-8.65858737633116,-5.629579106637852,2.526582706098981,7,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
15,0.0058023929595947266,0.0019820007306078054,0.0009736776351928711,0.0008817777462469738,2,10,10,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': 10, 'model__n_estimators': 10, 'model__random_state': 1337}",-5.500445566813147,-8.514708404541022,-4.276911137898759,-1.981468856811523,-5.43993682861327,-4.123683471679692,-6.55612689208985,-5.163287248883927,-9.26257301839193,-7.989089416503913,-5.880823084222703,2.1211640346772196,25,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
16,0.007783722877502441,5.409686036772529e-05,0.000791478157043457,3.4243092004993946e-05,2,10,20,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': 10, 'model__n_estimators': 20, 'model__random_state': 1337}",-5.445174285888674,-8.127019330342597,-4.458741170247402,-1.3646897506713913,-4.679556744893392,-4.2022839050292875,-6.384585764567072,-5.643137645539776,-9.13981578318278,-8.874063318888341,-5.831906769925071,2.275529893546911,22,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
17,0.041358566284179686,0.008157925110802437,0.002637910842895508,0.0014814427556692313,2,10,100,1337,"{'model__max_depth': 2, 'model__max_leaf_nodes': 10, 'model__n_estimators': 100, 'model__random_state': 1337}",-5.712944123695007,-8.121777685946501,-4.3576274871826,-1.277712592860621,-2.5462995907738275,-3.6990027934119665,-6.6367550497872285,-5.979033466775047,-9.306050899614558,-8.65858737633116,-5.629579106637852,2.526582706098981,7,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
18,0.006384372711181641,0.002478062878727401,0.0009073257446289062,0.000569222879158217,5,,10,1337,"{'model__max_depth': 5, 'model__max_leaf_nodes': None, 'model__n_estimators': 10, 'model__random_state': 1337}",-5.622179260253904,-8.275292968749994,-4.271009826660157,-1.882795715332037,-5.445221557617179,-4.127232055664064,-6.551961059570317,-5.113059692382814,-9.052589111328121,-7.897716369628904,-5.823905761718749,2.0682452382355536,19,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
19,0.007817292213439941,6.053845857115862e-05,0.0007729530334472656,1.4315839561854458e-05,5,,20,1337,"{'model__max_depth': 5, 'model__max_leaf_nodes': None, 'model__n_estimators': 20, 'model__random_state': 1337}",-5.5565412902832065,-7.871144866943365,-4.459598999023444,-1.3346769714355446,-4.3235618591308596,-4.193676147460939,-6.4264250183105505,-5.684431457519537,-9.039711151123043,-8.75810409545898,-5.764787185668947,2.246871532821277,10,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
20,0.04034202098846436,0.008074843683194673,0.002624177932739258,0.001601816082298592,5,,100,1337,"{'model__max_depth': 5, 'model__max_leaf_nodes': None, 'model__n_estimators': 100, 'model__random_state': 1337}",-5.735217193603518,-8.056838043212895,-4.274044097900389,-1.5174552001953145,-2.2525843200683595,-3.6942880249023404,-6.645854476928707,-6.018489181518549,-9.30711270141602,-8.58102233886719,-5.608290557861328,2.5142401245171597,1,finbert_summary_sentiment_df,10,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
